Entry	Entry name	Protein names	Status	Gene names  (primary )
A0A1C9H7P8	A0A1C9H7P8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9PGU4	M9PGU4_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KV77	E9KV77_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
J7GY01	J7GY01_9CHAR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
Q1X761	Q1X761_TRIJA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
R9RF06	R9RF06_CHIMS	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A089WZ32	A0A089WZ32_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D9IUH0	D9IUH0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7S4E4	L7S4E4_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1L6Z3Z6	A0A1L6Z3Z6_CTECA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7RE76	L7RE76_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1W5K0F4	A0A1W5K0F4_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKC3	A0A1D8EKC3_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KVC5	E9KVC5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C3U3L7	C3U3L7_9SAUR	BDNF (Fragment)	unreviewed	BDNF
A0A0P0HFN3	A0A0P0HFN3_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
A0A0H3WL43	A0A0H3WL43_9SAUR	Brain-derived neurotrophic factor isoform X3 (Fragment)	unreviewed	BDNF
S4T209	S4T209_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KV83	E9KV83_PLEEG	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A167HY24	A0A167HY24_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V5KUH5	V5KUH5_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
Q27SG2	Q27SG2_UTAST	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V5KU80	V5KU80_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A7W8Z1	A0A0A7W8Z1_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K7WV58	K7WV58_HETPL	Brain derived neurotrophic factor (Brain derived neutotrophic factor) (Fragment)	unreviewed	bdnf
A0A1D8EKJ0	A0A1D8EKJ0_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
G3MD59	G3MD59_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
M9PIK7	M9PIK7_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7S5G0	L7S5G0_9SAUR	BDNF protein (Brain derived neurotrophic factor) (Fragment)	unreviewed	BDNF
A0A0S2IIH6	A0A0S2IIH6_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
D9IUI8	D9IUI8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A170TXN9	A0A170TXN9_VIPUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A172MFU9	A0A172MFU9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RH86	A0A0A0RH86_UPEMJ	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0K0VPL1	A0A0K0VPL1_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C5H0I4	C5H0I4_CASDU	BDNF (Brain-derived neurotrophic factor) (Fragment)	unreviewed	BDNF
A0A1D8RGE8	A0A1D8RGE8_AMIAN	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D0QDY3	D0QDY3_9SAUR	BDNF (Brain-derived neurotrophic factor) (Fragment)	unreviewed	BDNF
E9KV93	E9KV93_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
G3MD54	G3MD54_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
B6CY40	B6CY40_9SAUR	Brain-derived neurotropic factor (Fragment)	unreviewed	BDNF
A0A172MFU8	A0A172MFU8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9SVG4	M9SVG4_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A172MFU7	A0A172MFU7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D9IUH2	D9IUH2_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B9VTF2	B9VTF2_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0P0H9V6	A0A0P0H9V6_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
E7DZU7	E7DZU7_BUNTU	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7SAC8	L7SAC8_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RJB8	A0A0A0RJB8_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RGA7	A0A0A0RGA7_UPERU	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1L3GUJ0	A0A1L3GUJ0_LEPPE	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKD3	A0A1D8EKD3_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7S5N7	L7S5N7_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KVA7	E9KVA7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
S4T1D6	S4T1D6_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RG43	A0A0A0RG43_UPEMJ	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
C3U3G7	C3U3G7_9SAUR	BDNF (Fragment)	unreviewed	BDNF
A0A1A7XNL8	A0A1A7XNL8_9TELE	Brain-derived neurotrophic factor	unreviewed	BDNF
A0A0A7WEM8	A0A0A7WEM8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1B0PIA5	A0A1B0PIA5_BOACO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A089VG74	A0A089VG74_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9PJA9	M9PJA9_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1C9H795	A0A1C9H795_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
J7GYC6	J7GYC6_CHIAB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RM85	A0A0A0RM85_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
E7DZV0	E7DZV0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C3U3K7	C3U3K7_9SAUR	BDNF (Fragment)	unreviewed	BDNF
R9QRY0	R9QRY0_CHIAG	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B6RGP6	B6RGP6_9SAUR	BDNF (Brain derived neurotrophic factor) (Fragment)	unreviewed	BDNF
L7S5G6	L7S5G6_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1S6G7L0	A0A1S6G7L0_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKD4	A0A1D8EKD4_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1A8DIW0	A0A1A8DIW0_9TELE	Brain-derived neurotrophic factor	unreviewed	BDNF
A0A089VG90	A0A089VG90_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKK3	A0A1D8EKK3_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9P2I2	E9P2I2_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKG1	A0A1D8EKG1_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1B0PEV4	A0A1B0PEV4_BOACO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1C6ZSN2	A0A1C6ZSN2_BOACO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1U9WUI2	A0A1U9WUI2_9NEOB	BDNF (Fragment)	unreviewed	BDNF
A0A0U4CI76	A0A0U4CI76_9SAUR	Brain derived neurotropin factor (Fragment)	unreviewed	BDNF
A0A0M4B3Y8	A0A0M4B3Y8_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A7W7F1	A0A0A7W7F1_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K4HYT5	K4HYT5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
A0A060IPL7	A0A060IPL7_AMBTE	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9Z7Y3	M9Z7Y3_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C5H0J3	C5H0J3_HETPL	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KV85	E9KV85_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1L6Z3X3	A0A1L6Z3X3_CTECA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C3U3I0	C3U3I0_AMPFU	BDNF (Fragment)	unreviewed	BDNF
R9QSA7	R9QSA7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A089VG67	A0A089VG67_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0C4K167	A0A0C4K167_9SAUR	BDNF protein (Fragment)	unreviewed	BDNF
J7H1D5	J7H1D5_BURGR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RGH0	A0A0A0RGH0_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M4B7F4	A0A0M4B7F4_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C6ES92	C6ES92_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A9Y4S9	A9Y4S9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A060IPJ9	A0A060IPJ9_AMBTE	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A9Y4T7	A9Y4T7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B9VTB8	B9VTB8_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A167HYN9	A0A167HYN9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M3PS35	A0A0M3PS35_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E7DZW0	E7DZW0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
R4U2Y5	R4U2Y5_RANDA	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A9Y4S7	A9Y4S7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B9VTD8	B9VTD8_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M4AU19	A0A0M4AU19_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C5H0L7	C5H0L7_9SAUR	BDNF (Brain-derived neurotrophic factor) (Fragment)	unreviewed	BDNF
E7DZW7	E7DZW7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V5KUE7	V5KUE7_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
J7H5A1	J7H5A1_HIMHI	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A089VG98	A0A089VG98_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A060IJA3	A0A060IJA3_AMBTE	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9Z7V7	M9Z7V7_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C8BPN0	C8BPN0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C8BPN1	C8BPN1_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C0L6R0	C0L6R0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M4B1N0	A0A0M4B1N0_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M4AZ14	A0A0M4AZ14_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RHA9	A0A0A0RHA9_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
G3DVW3	G3DVW3_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
R4TRP0	R4TRP0_RANDA	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
G3DVW0	G3DVW0_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
R9XPG6	R9XPG6_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
W5ZYZ1	W5ZYZ1_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9ZD98	M9ZD98_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K9LIB3	K9LIB3_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D0QDY1	D0QDY1_HELSU	BDNF (Brain derived neurotrophic factor) (Fragment)	unreviewed	BDNF
B6CY06	B6CY06_9SAUR	Brain-derived neurotrophic factor (Brain-derived neurotropic factor) (Fragment)	unreviewed	BDNF
G8HVJ5	G8HVJ5_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1B0PGY1	A0A1B0PGY1_BOACO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1C9H786	A0A1C9H786_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1L6Z3Z5	A0A1L6Z3Z5_CTECA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K7XKL5	K7XKL5_9SAUR	Brain derived neurotrophic factor (Brain derived neutotrophic factor) (Fragment)	unreviewed	bdnf
A0A0E3X5D4	A0A0E3X5D4_CHIMS	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KV65	E9KV65_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0B5A7L1	A0A0B5A7L1_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C3U3H2	C3U3H2_9SAUR	BDNF (Fragment)	unreviewed	BDNF
E9KVB9	E9KVB9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1B0PIC3	A0A1B0PIC3_BOACO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D2YZA7	D2YZA7_FEJMU	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KVB3	E9KVB3_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E7DZT5	E7DZT5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1C9H788	A0A1C9H788_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
I6NYT3	I6NYT3_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
A0A060CTM6	A0A060CTM6_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1C9H7A4	A0A1C9H7A4_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
S4SZQ2	S4SZQ2_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0F7IH78	A0A0F7IH78_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K7WV61	K7WV61_IMACE	Brain derived neurotrophic factor (Brain derived neutotrophic factor) (Fragment)	unreviewed	bdnf
L7RE01	L7RE01_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9Z4H9	M9Z4H9_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKC0	A0A1D8EKC0_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B6CY54	B6CY54_9SAUR	Brain-derived neurotropic factor (Fragment)	unreviewed	BDNF
L7S4J2	L7S4J2_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9PIJ0	M9PIJ0_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
D0QE01	D0QE01_BOACO	BDNF (Brain-derived neurotrophic factor) (Fragment)	unreviewed	BDNF
A1XD23	A1XD23_MOLHO	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
C5H0I9	C5H0I9_DIAPN	BDNF (Brain-derived neurotrophic factor) (Fragment)	unreviewed	BDNF
A0A172MFW8	A0A172MFW8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E7DZT3	E7DZT3_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0A0RH95	A0A0A0RH95_UPESA	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9Z4M2	M9Z4M2_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B6CY49	B6CY49_9SAUR	Brain-derived neurotropic factor (Fragment)	unreviewed	BDNF
A0A1C9H7E9	A0A1C9H7E9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B9VTG6	B9VTG6_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KVA0	E9KVA0_PLELT	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A060IPL1	A0A060IPL1_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B9VTB6	B9VTB6_9SALA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7RDZ4	L7RDZ4_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A9Y4U5	A9Y4U5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B8QJM0	B8QJM0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
G8HY53	G8HY53_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M4B3Z3	A0A0M4B3Z3_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B4Z8S9	B4Z8S9_FRIMO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
F8SN82	F8SN82_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
Q8AV78	Q8AV78_NIPNI	Brain-derived neurotrophic factor	unreviewed	BDNF
A0A1D8EKA7	A0A1D8EKA7_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
F2VDK6	F2VDK6_9NEOB	BDNF (Fragment)	unreviewed	BDNF
E3T9Y8	E3T9Y8_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A9Y4L3	A9Y4L3_SCEMA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V9Q3E5	V9Q3E5_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf-b
H9MHA9	H9MHA9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E9KVD7	E9KVD7_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A192A8Q8	A0A192A8Q8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A9Y4M1	A9Y4M1_SCEMA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D3JCI5	D3JCI5_STIPA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
E7DZU6	E7DZU6_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
W5RT49	W5RT49_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A1XD27	A1XD27_POGBA	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
G8HY46	G8HY46_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M5I8A2	A0A0M5I8A2_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K7WV87	K7WV87_9SAUR	Brain derived neurotrophic factor (Brain derived neutotrophic factor) (Fragment)	unreviewed	bdnf
L7RDX8	L7RDX8_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B4Z8S2	B4Z8S2_EUDAL	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A167HVS5	A0A167HVS5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A023H5I6	A0A023H5I6_PUCMA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
R9XM62	R9XM62_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
M9Z4I3	M9Z4I3_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V9Q3A9	V9Q3A9_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf-b
A0A0P0HXK5	A0A0P0HXK5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
B4Z8W4	B4Z8W4_OPIHO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1C9H6G4	A0A1C9H6G4_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
Q27SG4	Q27SG4_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B4Z8M6	B4Z8M6_9PSIT	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V9Q3K6	V9Q3K6_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf-b
G8HY49	G8HY49_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1D8EKA6	A0A1D8EKA6_9ANUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B4Z8N2	B4Z8N2_AREIN	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C5H0H9	C5H0H9_ASPME	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
K9JYS7	K9JYS7_9NEOB	BDNF (Fragment)	unreviewed	bdnf
V5KUG4	V5KUG4_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B6E2U7	B6E2U7_9SAUR	Brain derived neurotrophic factor gene (Fragment)	unreviewed	Bdnf
B3SPN1	B3SPN1_GAVGA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A7KGL9	A7KGL9_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A1XD12	A1XD12_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0H4VVC3	A0A0H4VVC3_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
G8HY61	G8HY61_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D2YZ17	D2YZ17_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M5I515	A0A0M5I515_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0M4ATX9	A0A0M4ATX9_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
C0L6Q5	C0L6Q5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
J3YI77	J3YI77_VARDO	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A7KGM1	A7KGM1_9NEOB	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
E3T9X5	E3T9X5_SAAHA	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
B4Z8V5	B4Z8V5_9TYRA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0H4VRF1	A0A0H4VRF1_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
F8SNA4	F8SNA4_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
D2IXG5	D2IXG5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A167HVQ2	A0A167HVQ2_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
F2VDM7	F2VDM7_9NEOB	BDNF (Fragment)	unreviewed	BDNF
B4Z8Z5	B4Z8Z5_REGCA	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D6P5N0	D6P5N0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
H9MH90	H9MH90_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B6CXZ3	B6CXZ3_BLABO	Brain-derived neurotropic factor (Fragment)	unreviewed	BDNF
R9XM68	R9XM68_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
B4Z8Q8	B4Z8Q8_COLLI	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0S2II41	A0A0S2II41_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	bdnf
A0A167HYR5	A0A167HYR5_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
D6P5S2	D6P5S2_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
F4ZT52	F4ZT52_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A1W5T392	A0A1W5T392_9AVES	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A172MFV9	A0A172MFV9_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
V5KUW4	V5KUW4_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A023H5F6	A0A023H5F6_LOPNY	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0C5QJ34	A0A0C5QJ34_SALTC	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0N6Y1P0	A0A0N6Y1P0_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A1XD11	A1XD11_DIPBL	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
E3T9Z3	E3T9Z3_9SAUR	Brain derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A167HYL6	A0A167HYL6_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7RDB0	L7RDB0_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0H4WBL5	A0A0H4WBL5_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0F7KWW8	A0A0F7KWW8_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
L7REV1	L7REV1_9NEOB	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
A0A0F7KYW2	A0A0F7KYW2_9SAUR	Brain-derived neurotrophic factor (Fragment)	unreviewed	BDNF
