c1.diseaseId	c1.name	c2.type	c2.diseaseClassName	c0.Ngenes	c0.diseaseId2	c0.source
C0030567	Parkinson Disease	disease	null	5	C1335729	ALL
C0030567	Parkinson Disease	disease	null	5	C1336538	ALL
C0030567	Parkinson Disease	disease	null	5	C1368816	ALL
C0030567	Parkinson Disease	disease	null	5	C1370419	ALL
C0030567	Parkinson Disease	disease	null	5	C1395512	ALL
C0030567	Parkinson Disease	phenotype	null	5	C1408258	ALL
C0030567	Parkinson Disease	group	Nutritional and Metabolic Diseases	5	C1510471	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	5	C1510475	ALL
C0030567	Parkinson Disease	disease	null	5	C1516061	ALL
C0030567	Parkinson Disease	phenotype	null	5	C1536999	ALL
C0030567	Parkinson Disease	disease	null	5	C1561826	ALL
C0030567	Parkinson Disease	phenotype	null	5	C1561955	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	5	C1562585	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	5	C1568868	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases	5	C1619738	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	5	C1691228	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	5	C1696708	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nutritional and Metabolic Diseases	5	C1704417	ALL
C0030567	Parkinson Disease	disease	null	5	C1705254	ALL
C0030567	Parkinson Disease	phenotype	null	5	C1720037	ALL
C0030567	Parkinson Disease	disease	Male Urogenital Diseases	5	C1720771	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Neoplasms ; Nervous System Diseases	5	C1721017	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	5	C1739395	ALL
C0030567	Parkinson Disease	disease	null	4	C0855073	ALL
C0030567	Parkinson Disease	disease	null	4	C0855095	ALL
C0030567	Parkinson Disease	disease	null	4	C0856053	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0856863	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Pathological Conditions, Signs and Symptoms	4	C0857007	ALL
C0030567	Parkinson Disease	disease	null	4	C0858318	ALL
C0030567	Parkinson Disease	disease	null	4	C0858321	ALL
C0030567	Parkinson Disease	disease	null	4	C0859976	ALL
C0030567	Parkinson Disease	disease	null	4	C0862196	ALL
C0030567	Parkinson Disease	disease	null	4	C0862824	ALL
C0030567	Parkinson Disease	disease	null	4	C0877056	ALL
C0030567	Parkinson Disease	disease	null	4	C0877430	ALL
C0030567	Parkinson Disease	disease	null	4	C0877521	ALL
C0030567	Parkinson Disease	disease	null	4	C0877564	ALL
C0030567	Parkinson Disease	disease	null	4	C0878555	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0878677	ALL
C0030567	Parkinson Disease	disease	null	4	C0878682	ALL
C0030567	Parkinson Disease	disease	null	4	C0878693	ALL
C0030567	Parkinson Disease	disease	null	4	C0919976	ALL
C0030567	Parkinson Disease	disease	null	4	C0920028	ALL
C0030567	Parkinson Disease	disease	null	4	C0920163	ALL
C0030567	Parkinson Disease	disease	null	4	C0920715	ALL
C0030567	Parkinson Disease	disease	null	4	C0947912	ALL
C0030567	Parkinson Disease	phenotype	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	4	C0948031	ALL
C0030567	Parkinson Disease	disease	null	4	C0948954	ALL
C0030567	Parkinson Disease	disease	null	4	C0949083	ALL
C0030567	Parkinson Disease	group	Virus Diseases	4	C0949804	ALL
C0030567	Parkinson Disease	disease	null	4	C1096168	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Pathological Conditions, Signs and Symptoms	4	C1096452	ALL
C0030567	Parkinson Disease	disease	null	4	C1112157	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1167713	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1167918	ALL
C0030567	Parkinson Disease	disease	null	4	C1168305	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C1257877	ALL
C0030567	Parkinson Disease	disease	null	4	C1266002	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	4	C1266042	ALL
C0030567	Parkinson Disease	disease	null	4	C1266050	ALL
C0030567	Parkinson Disease	disease	null	4	C1266127	ALL
C0030567	Parkinson Disease	disease	null	4	C1266144	ALL
C0030567	Parkinson Disease	disease	null	4	C1268936	ALL
C0030567	Parkinson Disease	disease	null	4	C1274310	ALL
C0030567	Parkinson Disease	disease	null	4	C1276127	ALL
C0030567	Parkinson Disease	disease	null	4	C1281300	ALL
C0030567	Parkinson Disease	disease	null	4	C1291557	ALL
C0030567	Parkinson Disease	disease	null	4	C1292758	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1295585	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C1299624	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	4	C1301362	ALL
C0030567	Parkinson Disease	disease	null	4	C1304119	ALL
C0030567	Parkinson Disease	disease	null	4	C1304140	ALL
C0030567	Parkinson Disease	disease	null	4	C1304456	ALL
C0030567	Parkinson Disease	disease	null	4	C1306341	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1319200	ALL
C0030567	Parkinson Disease	disease	null	4	C1327920	ALL
C0030567	Parkinson Disease	disease	null	4	C1332167	ALL
C0030567	Parkinson Disease	disease	null	4	C1332629	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	4	C1332965	ALL
C0030567	Parkinson Disease	disease	null	4	C1333431	ALL
C0030567	Parkinson Disease	disease	null	4	C1333620	ALL
C0030567	Parkinson Disease	disease	null	4	C1333768	ALL
C0030567	Parkinson Disease	disease	null	4	C1333944	ALL
C0030567	Parkinson Disease	disease	null	4	C1333964	ALL
C0030567	Parkinson Disease	disease	null	4	C1333993	ALL
C0030567	Parkinson Disease	disease	null	4	C1334978	ALL
C0030567	Parkinson Disease	disease	null	4	C1335392	ALL
C0030567	Parkinson Disease	disease	null	4	C1335473	ALL
C0030567	Parkinson Disease	disease	null	4	C1336753	ALL
C0030567	Parkinson Disease	disease	null	4	C1368771	ALL
C0030567	Parkinson Disease	disease	null	4	C1389018	ALL
C0030567	Parkinson Disease	disease	null	4	C1389113	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1390474	ALL
C0030567	Parkinson Disease	disease	null	4	C1395088	ALL
C0030567	Parkinson Disease	disease	null	4	C1402291	ALL
C0030567	Parkinson Disease	disease	null	4	C1403035	ALL
C0030567	Parkinson Disease	disease	null	4	C1414216	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases	4	C1442903	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C1509147	ALL
C0030567	Parkinson Disease	disease	null	4	C1511934	ALL
C0030567	Parkinson Disease	disease	null	4	C1514517	ALL
C0030567	Parkinson Disease	disease	null	4	C1518693	ALL
C0030567	Parkinson Disease	disease	null	4	C1519214	ALL
C0030567	Parkinson Disease	disease	null	4	C1519653	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Otorhinolaryngologic Diseases ; Pathological Conditions, Signs and Symptoms ; Respiratory Tract Diseases	4	C1527344	ALL
C0030567	Parkinson Disease	disease	null	4	C1527424	ALL
C0030567	Parkinson Disease	disease	null	4	C1533041	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications	4	C1566302	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Skin and Connective Tissue Diseases	4	C1567742	ALL
C0030567	Parkinson Disease	disease	null	4	C1692871	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Respiratory Tract Diseases	4	C1701940	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms	4	C1704374	ALL
C0030567	Parkinson Disease	disease	null	4	C1707446	ALL
C0030567	Parkinson Disease	disease	null	4	C1707758	ALL
C0030567	Parkinson Disease	disease	null	4	C1708604	ALL
C0030567	Parkinson Disease	disease	null	4	C1709661	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1720508	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases ; Skin and Connective Tissue Diseases	4	C1720860	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications	4	C1720887	ALL
C0030567	Parkinson Disease	disease	null	4	C0398621	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0401149	ALL
C0030567	Parkinson Disease	disease	null	4	C0406217	ALL
C0030567	Parkinson Disease	disease	null	4	C0409651	ALL
C0030567	Parkinson Disease	disease	null	4	C0409980	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nervous System Diseases	4	C0410203	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0423250	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0423867	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0424543	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0426421	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0426422	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0426576	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0426891	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms ; Stomatognathic Diseases	4	C0427055	ALL
C0030567	Parkinson Disease	disease	null	4	C0427305	ALL
C0030567	Parkinson Disease	disease	null	4	C0432291	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Skin and Connective Tissue Diseases	4	C0432306	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0455825	ALL
C0030567	Parkinson Disease	disease	null	4	C0472817	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0476397	ALL
C0030567	Parkinson Disease	disease	null	4	C0520574	ALL
C0030567	Parkinson Disease	disease	null	4	C0522631	ALL
C0030567	Parkinson Disease	disease	null	4	C0546953	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0547030	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0574785	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0575071	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0575802	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0578038	ALL
C0030567	Parkinson Disease	disease	null	4	C0581384	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Substance-Related Disorders	4	C0586323	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0586407	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0587246	ALL
C0030567	Parkinson Disease	disease	null	4	C0598798	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0600519	ALL
C0030567	Parkinson Disease	disease	null	4	C0677483	ALL
C0030567	Parkinson Disease	disease	null	4	C0677948	ALL
C0030567	Parkinson Disease	disease	null	4	C0679362	ALL
C0030567	Parkinson Disease	disease	null	4	C0679408	ALL
C0030567	Parkinson Disease	disease	null	4	C0685409	ALL
C0030567	Parkinson Disease	disease	null	4	C0685695	ALL
C0030567	Parkinson Disease	disease	null	4	C0694533	ALL
C0030567	Parkinson Disease	disease	null	4	C0694571	ALL
C0030567	Parkinson Disease	disease	null	4	C0700323	ALL
C0030567	Parkinson Disease	disease	null	4	C0729777	ALL
C0030567	Parkinson Disease	disease	null	4	C0730290	ALL
C0030567	Parkinson Disease	group	null	4	C0740404	ALL
C0030567	Parkinson Disease	disease	null	4	C0741949	ALL
C0030567	Parkinson Disease	disease	null	4	C0745091	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0746402	ALL
C0030567	Parkinson Disease	disease	null	4	C0748061	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0750857	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms	4	C0750887	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Nervous System Diseases	4	C0750979	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C0751156	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0751230	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0751494	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C0751785	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases ; Nervous System Diseases	4	C0752138	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	4	C0752143	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0752197	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0752262	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications ; Pathological Conditions, Signs and Symptoms	4	C0752351	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0813217	ALL
C0030567	Parkinson Disease	group	null	4	C0851980	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0023521	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases ; Skin and Connective Tissue Diseases	4	C0023804	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0023882	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	4	C0024441	ALL
C0030567	Parkinson Disease	disease	null	4	C0025167	ALL
C0030567	Parkinson Disease	disease	null	4	C0025995	ALL
C0030567	Parkinson Disease	phenotype	Musculoskeletal Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0026858	ALL
C0030567	Parkinson Disease	phenotype	Eye Diseases	4	C0026961	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0026975	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C0027888	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0028081	ALL
C0030567	Parkinson Disease	group	Otorhinolaryngologic Diseases ; Respiratory Tract Diseases	4	C0028432	ALL
C0030567	Parkinson Disease	disease	null	4	C0029095	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	4	C0029421	ALL
C0030567	Parkinson Disease	disease	null	4	C0029442	ALL
C0030567	Parkinson Disease	disease	Otorhinolaryngologic Diseases	4	C0029899	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	4	C0030246	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Stomatognathic Diseases	4	C0030581	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases	4	C0030779	ALL
C0030567	Parkinson Disease	group	Male Urogenital Diseases ; Neoplasms	4	C0030849	ALL
C0030567	Parkinson Disease	group	Behavior and Behavior Mechanisms ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0030975	ALL
C0030567	Parkinson Disease	group	Stomatognathic Diseases	4	C0031028	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	4	C0031046	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Nervous System Diseases	4	C0031118	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Virus Diseases	4	C0032371	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Pathological Conditions, Signs and Symptoms	4	C0032617	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	4	C0033046	ALL
C0030567	Parkinson Disease	disease	Male Urogenital Diseases	4	C0033117	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	4	C0033141	ALL
C0030567	Parkinson Disease	phenotype	Nutritional and Metabolic Diseases	4	C0033677	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0033845	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0033893	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	4	C0034072	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0034884	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	4	C0035021	ALL
C0030567	Parkinson Disease	phenotype	Eye Diseases ; Pathological Conditions, Signs and Symptoms	4	C0035320	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0035357	ALL
C0030567	Parkinson Disease	disease	null	4	C0036351	ALL
C0030567	Parkinson Disease	group	Mental Disorders	4	C0036358	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	4	C0036363	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Hemic and Lymphatic Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0036489	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	4	C0036508	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Skin and Connective Tissue Diseases ; Substance-Related Disorders	4	C0036830	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0037293	ALL
C0030567	Parkinson Disease	disease	null	4	C0038041	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Neoplasms ; Nervous System Diseases	4	C0038505	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0039373	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	4	C0040412	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	4	C0040479	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	4	C0040963	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0041105	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	4	C0041227	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	4	C0041351	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0041667	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	4	C0041955	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	4	C0042035	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	4	C0042075	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	4	C0042755	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	4	C0043046	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases ; Nutritional and Metabolic Diseases ; Substance-Related Disorders	4	C0043121	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	4	C0043325	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Skin and Connective Tissue Diseases	4	C0079298	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C0085131	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0085167	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0085200	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases ; Virus Diseases	4	C0085273	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Nervous System Diseases ; Parasitic Diseases	4	C0085315	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	4	C0085652	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	4	C0085653	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	4	C0086133	ALL
C0030567	Parkinson Disease	group	null	4	C1832200	ALL
C0030567	Parkinson Disease	disease	null	4	C1832370	ALL
C0030567	Parkinson Disease	disease	null	4	C1832884	ALL
C0030567	Parkinson Disease	disease	null	4	C1833213	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1834055	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1835229	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1836392	ALL
C0030567	Parkinson Disease	disease	null	4	C1836607	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1836729	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1836996	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1837081	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1837142	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1837397	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1837404	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1837458	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1837522	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1838319	ALL
C0030567	Parkinson Disease	disease	null	4	C1838854	ALL
C0030567	Parkinson Disease	disease	null	4	C1840311	ALL
C0030567	Parkinson Disease	disease	null	4	C1842083	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1842366	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1842372	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1844704	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1844806	ALL
C0030567	Parkinson Disease	disease	null	4	C1845076	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1846546	ALL
C0030567	Parkinson Disease	disease	null	4	C1847973	ALL
C0030567	Parkinson Disease	disease	null	4	C1847987	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	4	C1848201	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1848530	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases ; Nutritional and Metabolic Diseases	4	C1848922	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1849039	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1849134	ALL
C0030567	Parkinson Disease	disease	null	4	C1849452	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1849488	ALL
C0030567	Parkinson Disease	disease	null	4	C1850794	ALL
C0030567	Parkinson Disease	disease	null	4	C1851958	ALL
C0030567	Parkinson Disease	disease	null	4	C1852373	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1854919	ALL
C0030567	Parkinson Disease	disease	null	4	C1855119	ALL
C0030567	Parkinson Disease	disease	null	4	C1855794	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1856468	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1856661	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1856694	ALL
C0030567	Parkinson Disease	disease	null	4	C1858556	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1858573	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1858574	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1858719	ALL
C0030567	Parkinson Disease	disease	null	4	C1858723	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1858995	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1859236	ALL
C0030567	Parkinson Disease	disease	null	4	C1859308	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1860121	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1861901	ALL
C0030567	Parkinson Disease	disease	null	4	C1861975	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1862474	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1862475	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1864156	ALL
C0030567	Parkinson Disease	disease	null	4	C1864172	ALL
C0030567	Parkinson Disease	disease	null	4	C1864904	ALL
C0030567	Parkinson Disease	disease	null	4	C1864997	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1865412	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1866134	ALL
C0030567	Parkinson Disease	disease	null	4	C1866558	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1867873	ALL
C0030567	Parkinson Disease	phenotype	null	4	C1868571	ALL
C0030567	Parkinson Disease	disease	null	4	C1868681	ALL
C0030567	Parkinson Disease	disease	null	4	C1876214	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	4	C1956097	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Endocrine System Diseases ; Neoplasms	4	C0086768	ALL
C0030567	Parkinson Disease	disease	null	4	C0149779	ALL
C0030567	Parkinson Disease	disease	null	4	C0149911	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0150063	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Immune System Diseases	4	C0151436	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0151691	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases	4	C0151721	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0151798	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0151942	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Skin and Connective Tissue Diseases	4	C0152066	ALL
C0030567	Parkinson Disease	disease	null	4	C0152081	ALL
C0030567	Parkinson Disease	disease	null	4	C0152264	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	4	C0152459	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Otorhinolaryngologic Diseases ; Stomatognathic Diseases	4	C0153398	ALL
C0030567	Parkinson Disease	disease	null	4	C0154051	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0154920	ALL
C0030567	Parkinson Disease	phenotype	null	4	C0155668	ALL
C0030567	Parkinson Disease	group	null	4	C0158944	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	4	C0162283	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	4	C0162292	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	4	C0175695	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Nervous System Diseases	4	C0205710	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Nervous System Diseases	4	C0205770	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Nervous System Diseases	4	C0205858	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	4	C0206042	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	4	C0206526	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0206629	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0206658	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	4	C0206661	ALL
C0030567	Parkinson Disease	disease	Neoplasms	4	C0206674	ALL
C0030567	Parkinson Disease	disease	null	4	C0220645	ALL
