c1.diseaseId	c1.name	c2.type	c2.diseaseClassName	c0.Ngenes	c0.diseaseId2	c0.source
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	611	C0006142	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	601	C0678222	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	582	C0002395	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms ; Pathological Conditions, Signs and Symptoms	508	C0596263	ALL
C0030567	Parkinson Disease	group	null	507	C3887505	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms ; Pathological Conditions, Signs and Symptoms	504	C0027627	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	501	C2239176	ALL
C0030567	Parkinson Disease	disease	Male Urogenital Diseases ; Neoplasms	485	C0376358	ALL
C0030567	Parkinson Disease	disease	null	469	C0600139	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	421	C1527249	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	416	C0036341	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Respiratory Tract Diseases	413	C0242379	ALL
C0030567	Parkinson Disease	disease	Neoplasms	407	C0027819	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	405	C0009402	ALL
C0030567	Parkinson Disease	disease	Neoplasms	403	C0025202	ALL
C0030567	Parkinson Disease	disease	null	402	C0700095	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases ; Pathological Conditions, Signs and Symptoms	400	C0028754	ALL
C0030567	Parkinson Disease	disease	null	385	C0684249	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Nutritional and Metabolic Diseases	383	C0011860	ALL
C0030567	Parkinson Disease	disease	null	375	C0699790	ALL
C0030567	Parkinson Disease	disease	Neoplasms	372	C0017638	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Skin and Connective Tissue Diseases	371	C1458155	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	370	C1140680	ALL
C0030567	Parkinson Disease	disease	null	370	C1306460	ALL
C0030567	Parkinson Disease	group	Endocrine System Diseases ; Nutritional and Metabolic Diseases	361	C0011849	ALL
C0030567	Parkinson Disease	disease	null	358	C0029925	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Respiratory Tract Diseases	357	C0007131	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	356	C0007102	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	355	C0024623	ALL
C0030567	Parkinson Disease	disease	null	349	C0235974	ALL
C0030567	Parkinson Disease	disease	null	348	C0699791	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Endocrine System Diseases ; Neoplasms	343	C0346647	ALL
C0030567	Parkinson Disease	disease	Neoplasms	335	C0007137	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Musculoskeletal Diseases ; Skin and Connective Tissue Diseases	326	C0003873	ALL
C0030567	Parkinson Disease	phenotype	null	325	C0178874	ALL
C0030567	Parkinson Disease	disease	Neoplasms	324	C0017636	ALL
C0030567	Parkinson Disease	disease	Neoplasms	322	C0023418	ALL
C0030567	Parkinson Disease	disease	null	312	C0011847	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	312	C0524851	ALL
C0030567	Parkinson Disease	group	Neoplasms	308	C0001418	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	297	C0002726	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	291	C0020538	ALL
C0030567	Parkinson Disease	disease	Neoplasms	289	C0023467	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases ; Neoplasms	287	C0023903	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	274	C0004153	ALL
C0030567	Parkinson Disease	group	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	271	C0024299	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	271	C0026764	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	267	C0005684	ALL
C0030567	Parkinson Disease	group	Male Urogenital Diseases ; Neoplasms	266	C0033578	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Respiratory Tract Diseases	261	C0004096	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	257	C0011581	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Nervous System Diseases	257	C0026769	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	246	C0007134	ALL
C0030567	Parkinson Disease	disease	null	245	C0332996	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Mental Disorders ; Nervous System Diseases	244	C0020179	ALL
C0030567	Parkinson Disease	disease	null	243	C0677886	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	242	C0003850	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases ; Nervous System Diseases	242	C0038454	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Respiratory Tract Diseases	240	C0024121	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	239	C0027051	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	236	C0005586	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases ; Nutritional and Metabolic Diseases	235	C0002736	ALL
C0030567	Parkinson Disease	phenotype	Mental Disorders ; Substance-Related Disorders	235	C0040336	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	232	C0018801	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	231	C0007222	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	231	C0036572	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	230	C0023434	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	229	C0338656	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	224	C0005695	ALL
C0030567	Parkinson Disease	disease	null	223	C0699885	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	222	C0018802	ALL
C0030567	Parkinson Disease	group	Immune System Diseases	221	C0004364	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	221	C0024117	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	217	C0424295	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	217	C1956346	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Immune System Diseases ; Nutritional and Metabolic Diseases	217	C0011854	ALL
C0030567	Parkinson Disease	group	Immune System Diseases ; Virus Diseases	215	C0019693	ALL
C0030567	Parkinson Disease	disease	null	215	C1168401	ALL
C0030567	Parkinson Disease	disease	Immune System Diseases ; Skin and Connective Tissue Diseases	215	C0024141	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	210	C0497327	ALL
C0030567	Parkinson Disease	disease	Neoplasms	209	C0029463	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Virus Diseases	208	C0019196	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases ; Neoplasms	205	C0009404	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms	205	C0011570	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	205	C0029408	ALL
C0030567	Parkinson Disease	group	Neoplasms	204	C0001430	ALL
C0030567	Parkinson Disease	disease	null	202	C0152013	ALL
C0030567	Parkinson Disease	disease	null	200	C0686619	ALL
C0030567	Parkinson Disease	group	Virus Diseases	199	C0042769	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	199	C0010068	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases ; Neoplasms	198	C0038356	ALL
C0030567	Parkinson Disease	disease	null	197	C0279626	ALL
C0030567	Parkinson Disease	disease	null	197	C0302592	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	196	C0014544	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	194	C0023890	ALL
C0030567	Parkinson Disease	disease	null	193	C0585442	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	191	C0010054	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases	191	C0021390	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	190	C0024305	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Neoplasms	189	C0023473	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	188	C0004352	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases ; Neoplasms	186	C0009375	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications	186	C0014175	ALL
C0030567	Parkinson Disease	disease	null	185	C0023449	ALL
C0030567	Parkinson Disease	disease	Neoplasms	180	C0004114	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Virus Diseases	179	C0019163	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	178	C1269683	ALL
C0030567	Parkinson Disease	disease	null	178	C2931822	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	177	C0009324	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	177	C4048328	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	176	C0011881	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	176	C0027765	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	175	C0919267	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	175	C0546837	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	174	C0476089	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases	173	C0023895	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Substance-Related Disorders	170	C0001973	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Nervous System Diseases	169	C0006118	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Digestive System Diseases ; Respiratory Tract Diseases	169	C0010674	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Endocrine System Diseases ; Neoplasms	169	C0030297	ALL
C0030567	Parkinson Disease	disease	null	168	C0007847	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	168	C0010346	ALL
C0030567	Parkinson Disease	group	Digestive System Diseases ; Neoplasms	168	C0014859	ALL
C0030567	Parkinson Disease	phenotype	null	167	C0021294	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	167	C0021368	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Pathological Conditions, Signs and Symptoms	167	C0243026	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Respiratory Tract Diseases	162	C0149925	ALL
C0030567	Parkinson Disease	group	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	162	C0079731	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Neoplasms	162	C0345904	ALL
C0030567	Parkinson Disease	disease	Behavior and Behavior Mechanisms	160	C0003467	ALL
C0030567	Parkinson Disease	group	Hemic and Lymphatic Diseases	160	C3463824	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	159	C0020456	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	158	C0022658	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	158	C0030193	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases	157	C0003864	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	155	C0033860	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses	155	C0041296	ALL
C0030567	Parkinson Disease	phenotype	null	155	C0280100	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	155	C0242422	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	155	C0524620	ALL
C0030567	Parkinson Disease	disease	Neoplasms	152	C1621958	ALL
C0030567	Parkinson Disease	phenotype	null	151	C4020899	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	149	C0011265	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	149	C0036421	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	148	C0041696	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms	148	C0549473	ALL
C0030567	Parkinson Disease	disease	null	146	C0598766	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	145	C0009319	ALL
C0030567	Parkinson Disease	disease	Neoplasms	143	C1261473	ALL
C0030567	Parkinson Disease	group	Bacterial Infections and Mycoses	143	C3714514	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	142	C0019829	ALL
C0030567	Parkinson Disease	disease	null	142	C0152018	ALL
C0030567	Parkinson Disease	group	Behavior and Behavior Mechanisms ; Mental Disorders ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	140	C3714756	ALL
C0030567	Parkinson Disease	group	Skin and Connective Tissue Diseases ; Virus Diseases	140	C0019348	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	139	C0022661	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Nervous System Diseases	138	C0013080	ALL
C0030567	Parkinson Disease	group	Mental Disorders	137	C0003469	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	137	C0151744	ALL
C0030567	Parkinson Disease	disease	null	136	C1883486	ALL
C0030567	Parkinson Disease	disease	null	135	C0007103	ALL
C0030567	Parkinson Disease	disease	Parasitic Diseases	135	C0024530	ALL
C0030567	Parkinson Disease	disease	null	134	C0279000	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Stomatognathic Diseases	134	C0153381	ALL
C0030567	Parkinson Disease	disease	Neoplasms	133	C0025149	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	132	C0032285	ALL
C0030567	Parkinson Disease	disease	null	132	C0220641	ALL
C0030567	Parkinson Disease	group	Immune System Diseases	130	C0021051	ALL
C0030567	Parkinson Disease	disease	Bacterial Infections and Mycoses ; Pathological Conditions, Signs and Symptoms	129	C0036690	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	128	C1961102	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases ; Virus Diseases	127	C0021400	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	127	C0042373	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	126	C0079744	ALL
C0030567	Parkinson Disease	disease	null	126	C3854222	ALL
C0030567	Parkinson Disease	disease	null	126	C1335302	ALL
C0030567	Parkinson Disease	disease	Neoplasms	126	C0278996	ALL
C0030567	Parkinson Disease	disease	Neoplasms	125	C0023470	ALL
C0030567	Parkinson Disease	disease	Neoplasms	125	C0023487	ALL
C0030567	Parkinson Disease	disease	Eye Diseases ; Neoplasms	125	C0035335	ALL
C0030567	Parkinson Disease	group	Mental Disorders	125	C0525045	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	125	C0878544	ALL
C0030567	Parkinson Disease	disease	null	125	C0153676	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	124	C0333463	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	124	C1623038	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	124	C0000768	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	123	C0007786	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	123	C0239946	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases ; Virus Diseases	123	C0524910	ALL
C0030567	Parkinson Disease	disease	null	121	C0025362	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	121	C2711227	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Female Urogenital Diseases and Pregnancy Complications ; Neoplasms	120	C0032460	ALL
C0030567	Parkinson Disease	disease	Eye Diseases	120	C0242383	ALL
C0030567	Parkinson Disease	disease	Nervous System Diseases	119	C0014070	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Nervous System Diseases	119	C0025286	ALL
C0030567	Parkinson Disease	disease	Neoplasms	118	C0035412	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	118	C0149931	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	118	C0279702	ALL
C0030567	Parkinson Disease	group	Endocrine System Diseases ; Nervous System Diseases	117	C0032002	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms	117	C0040136	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Skin and Connective Tissue Diseases	116	C3539878	ALL
C0030567	Parkinson Disease	disease	Neoplasms	116	C0555198	ALL
C0030567	Parkinson Disease	phenotype	Neoplasms	115	C0032927	ALL
C0030567	Parkinson Disease	group	Skin and Connective Tissue Diseases	115	C0037274	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms ; Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	115	C0233794	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	115	C0007785	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	115	C1263846	ALL
C0030567	Parkinson Disease	phenotype	null	115	C1519670	ALL
C0030567	Parkinson Disease	disease	null	114	C1378703	ALL
C0030567	Parkinson Disease	disease	null	114	C1512409	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	114	C0007758	ALL
C0030567	Parkinson Disease	phenotype	Behavior and Behavior Mechanisms	114	C0233514	ALL
C0030567	Parkinson Disease	disease	Neoplasms	113	C0025500	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	113	C0034069	ALL
C0030567	Parkinson Disease	disease	null	111	C0007115	ALL
C0030567	Parkinson Disease	disease	null	109	C0494165	ALL
C0030567	Parkinson Disease	disease	null	109	C0238463	ALL
C0030567	Parkinson Disease	group	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases	109	C1561643	ALL
C0030567	Parkinson Disease	disease	null	108	C0948008	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	108	C0002871	ALL
C0030567	Parkinson Disease	group	Mental Disorders	108	C0004936	ALL
C0030567	Parkinson Disease	disease	Neoplasms	108	C0206698	ALL
C0030567	Parkinson Disease	disease	null	107	C0850666	ALL
C0030567	Parkinson Disease	disease	Mental Disorders	106	C1510586	ALL
C0030567	Parkinson Disease	group	Respiratory Tract Diseases	106	C0024115	ALL
C0030567	Parkinson Disease	group	Mental Disorders	106	C0033975	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	105	C0740457	ALL
C0030567	Parkinson Disease	disease	null	105	C0278488	ALL
C0030567	Parkinson Disease	group	Mental Disorders	103	C0009241	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	102	C0023893	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	101	C0023493	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	101	C0015695	ALL
C0030567	Parkinson Disease	disease	null	101	C0853879	ALL
C0030567	Parkinson Disease	disease	null	101	C0278883	ALL
C0030567	Parkinson Disease	disease	null	101	C0374997	ALL
C0030567	Parkinson Disease	group	Hemic and Lymphatic Diseases ; Neoplasms	101	C0376545	ALL
C0030567	Parkinson Disease	disease	Neoplasms	100	C0007138	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Digestive System Diseases ; Neoplasms	100	C0032580	ALL
C0030567	Parkinson Disease	group	Eye Diseases	100	C0035309	ALL
C0030567	Parkinson Disease	disease	Pathological Conditions, Signs and Symptoms	100	C2936349	ALL
C0030567	Parkinson Disease	disease	Musculoskeletal Diseases ; Nutritional and Metabolic Diseases	99	C0029456	ALL
C0030567	Parkinson Disease	disease	null	99	C0085669	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	98	C0024301	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications	98	C0032914	ALL
C0030567	Parkinson Disease	group	Neoplasms	98	C0042133	ALL
C0030567	Parkinson Disease	phenotype	Skin and Connective Tissue Diseases	98	C0015230	ALL
C0030567	Parkinson Disease	disease	null	98	C0557874	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	98	C0948089	ALL
C0030567	Parkinson Disease	disease	null	98	C1709246	ALL
C0030567	Parkinson Disease	group	Nutritional and Metabolic Diseases	97	C0025517	ALL
C0030567	Parkinson Disease	group	Musculoskeletal Diseases ; Nervous System Diseases	97	C0026848	ALL
C0030567	Parkinson Disease	phenotype	Nutritional and Metabolic Diseases	97	C0271650	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	97	C0494463	ALL
C0030567	Parkinson Disease	group	Nervous System Diseases	97	C0006111	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Eye Diseases ; Immune System Diseases	97	C0018213	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Skin and Connective Tissue Diseases	96	C0037286	ALL
C0030567	Parkinson Disease	disease	Male Urogenital Diseases	96	C1704272	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	96	C0400966	ALL
C0030567	Parkinson Disease	disease	Mental Disorders ; Nervous System Diseases	96	C0752347	ALL
C0030567	Parkinson Disease	phenotype	Female Urogenital Diseases and Pregnancy Complications	96	C0151526	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	95	C0023452	ALL
C0030567	Parkinson Disease	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Immune System Diseases ; Skin and Connective Tissue Diseases	95	C0011615	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	95	C0015672	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	95	C0018799	ALL
C0030567	Parkinson Disease	disease	null	95	C3272363	ALL
C0030567	Parkinson Disease	phenotype	null	95	C3811653	ALL
C0030567	Parkinson Disease	phenotype	null	95	C0856169	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Nervous System Diseases	94	C0917798	ALL
C0030567	Parkinson Disease	disease	null	94	C1292769	ALL
C0030567	Parkinson Disease	disease	Female Urogenital Diseases and Pregnancy Complications ; Male Urogenital Diseases ; Neoplasms	94	C0022665	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms ; Virus Diseases	93	C0006413	ALL
C0030567	Parkinson Disease	disease	Neoplasms	93	C0023267	ALL
C0030567	Parkinson Disease	disease	null	93	C0155626	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Congenital, Hereditary, and Neonatal Diseases and Abnormalities ; Immune System Diseases ; Nervous System Diseases ; Nutritional and Metabolic Diseases	92	C0004135	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	92	C0019158	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	92	C3714636	ALL
C0030567	Parkinson Disease	disease	null	92	C0281361	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases	91	C0002893	ALL
C0030567	Parkinson Disease	disease	null	90	C0345967	ALL
C0030567	Parkinson Disease	disease	null	89	C0278701	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	89	C0003130	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Endocrine System Diseases ; Eye Diseases	89	C0011884	ALL
C0030567	Parkinson Disease	disease	null	89	C0409974	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	88	C0497406	ALL
C0030567	Parkinson Disease	disease	Neoplasms ; Virus Diseases	88	C0036220	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Nutritional and Metabolic Diseases	88	C0011853	ALL
C0030567	Parkinson Disease	disease	Neoplasms	88	C0016057	ALL
C0030567	Parkinson Disease	disease	null	88	C0279628	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	87	C0162871	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	87	C0004134	ALL
C0030567	Parkinson Disease	group	Neoplasms	87	C0018671	ALL
C0030567	Parkinson Disease	group	Cardiovascular Diseases	86	C0007193	ALL
C0030567	Parkinson Disease	disease	null	86	C0333186	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	86	C0334634	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases ; Pathological Conditions, Signs and Symptoms	86	C0149721	ALL
C0030567	Parkinson Disease	disease	null	86	C2316810	ALL
C0030567	Parkinson Disease	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	85	C0008626	ALL
C0030567	Parkinson Disease	disease	Neoplasms	85	C0553580	ALL
C0030567	Parkinson Disease	disease	Neoplasms	85	C0031511	ALL
C0030567	Parkinson Disease	disease	Nutritional and Metabolic Diseases	84	C0020459	ALL
C0030567	Parkinson Disease	disease	Respiratory Tract Diseases	84	C1800706	ALL
C0030567	Parkinson Disease	disease	Cardiovascular Diseases	84	C1449563	ALL
C0030567	Parkinson Disease	group	Neoplasms ; Stomatognathic Diseases	83	C0026640	ALL
C0030567	Parkinson Disease	disease	Endocrine System Diseases ; Neoplasms ; Nervous System Diseases	83	C0032000	ALL
C0030567	Parkinson Disease	disease	null	83	C0153690	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	82	C0030305	ALL
C0030567	Parkinson Disease	disease	null	82	C0812413	ALL
C0030567	Parkinson Disease	disease	null	81	C3160718	ALL
C0030567	Parkinson Disease	phenotype	Nervous System Diseases ; Pathological Conditions, Signs and Symptoms	81	C0013421	ALL
C0030567	Parkinson Disease	disease	Skin and Connective Tissue Diseases	81	C0042900	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	81	C0149521	ALL
C0030567	Parkinson Disease	disease	null	80	C1302401	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	80	C0079772	ALL
C0030567	Parkinson Disease	disease	Digestive System Diseases	80	C0004763	ALL
C0030567	Parkinson Disease	group	null	79	C0442874	ALL
C0030567	Parkinson Disease	phenotype	null	79	C0848332	ALL
C0030567	Parkinson Disease	disease	Hemic and Lymphatic Diseases ; Immune System Diseases ; Neoplasms	79	C0023492	ALL
C0030567	Parkinson Disease	phenotype	Pathological Conditions, Signs and Symptoms	79	C0027746	ALL
C0030567	Parkinson Disease	disease	Stomatognathic Diseases	79	C0031099	ALL
